article_id,topic_id,topic_name
38610,4,Crime & Law Enforcement
38611,13,Art & Aesthetics
38612,2,Environmental & Natural Disasters
38613,3,International Affairs & Military
38614,13,Art & Aesthetics
38615,17,Social Movements & Protests
38616,4,Crime & Law Enforcement
38617,0,Family & Relationships
38618,10,Economy & Business
38619,1,Entertainment & Media
38620,1,Entertainment & Media
38621,11,Transportation & Aviation
38622,19,Sports & Competitions
38623,19,Sports & Competitions
38624,19,Sports & Competitions
38625,0,Family & Relationships
38626,1,Entertainment & Media
38627,8,War & Terrorism
38628,0,Family & Relationships
38629,9,Elections & Politics
38630,9,Elections & Politics
38631,10,Economy & Business
38632,4,Crime & Law Enforcement
38633,13,Art & Aesthetics
38634,6,Health & Drugs Research
38635,4,Crime & Law Enforcement
38636,5,Thoughts & Opinions
38637,17,Social Movements & Protests
38638,3,International Affairs & Military
38639,9,Elections & Politics
38640,10,Economy & Business
38641,3,International Affairs & Military
38642,13,Art & Aesthetics
38643,13,Art & Aesthetics
38644,11,Transportation & Aviation
38645,10,Economy & Business
38646,13,Art & Aesthetics
38647,3,International Affairs & Military
38648,4,Crime & Law Enforcement
38649,15,Urban Life & Infrastructure
38650,10,Economy & Business
38651,3,International Affairs & Military
38652,1,Entertainment & Media
38653,6,Health & Drugs Research
38654,9,Elections & Politics
38655,7,Education & School Safety
38656,19,Sports & Competitions
38657,4,Crime & Law Enforcement
38658,8,War & Terrorism
38659,4,Crime & Law Enforcement
38660,12,Technology & Computing
38661,11,Transportation & Aviation
38662,4,Crime & Law Enforcement
38663,19,Sports & Competitions
38664,3,International Affairs & Military
38665,5,Thoughts & Opinions
38666,10,Economy & Business
38667,3,International Affairs & Military
38668,3,International Affairs & Military
38669,16,Healthcare & Medicine
38670,12,Technology & Computing
38671,17,Social Movements & Protests
38672,5,Thoughts & Opinions
38673,1,Entertainment & Media
38674,13,Art & Aesthetics
38675,4,Crime & Law Enforcement
38676,12,Technology & Computing
38677,4,Crime & Law Enforcement
38678,5,Thoughts & Opinions
38679,14,Law & Legal Issues
38680,19,Sports & Competitions
38681,10,Economy & Business
38682,10,Economy & Business
38683,19,Sports & Competitions
38684,19,Sports & Competitions
38685,8,War & Terrorism
38686,5,Thoughts & Opinions
38687,9,Elections & Politics
38688,17,Social Movements & Protests
38689,19,Sports & Competitions
38690,12,Technology & Computing
38691,19,Sports & Competitions
38692,8,War & Terrorism
38693,4,Crime & Law Enforcement
38694,5,Thoughts & Opinions
38695,4,Crime & Law Enforcement
38696,4,Crime & Law Enforcement
38697,3,International Affairs & Military
38698,1,Entertainment & Media
38699,17,Social Movements & Protests
38700,4,Crime & Law Enforcement
38701,8,War & Terrorism
38702,17,Social Movements & Protests
38703,19,Sports & Competitions
38704,0,Family & Relationships
38705,7,Education & School Safety
38706,2,Environmental & Natural Disasters
38707,5,Thoughts & Opinions
38708,2,Environmental & Natural Disasters
38709,15,Urban Life & Infrastructure
38710,16,Healthcare & Medicine
38711,14,Law & Legal Issues
38712,12,Technology & Computing
38713,3,International Affairs & Military
38714,19,Sports & Competitions
38715,0,Family & Relationships
38716,17,Social Movements & Protests
38717,5,Thoughts & Opinions
38718,16,Healthcare & Medicine
38719,1,Entertainment & Media
38720,12,Technology & Computing
38721,11,Transportation & Aviation
38722,9,Elections & Politics
38723,5,Thoughts & Opinions
38724,15,Urban Life & Infrastructure
38725,10,Economy & Business
38726,3,International Affairs & Military
38727,19,Sports & Competitions
38728,8,War & Terrorism
38729,1,Entertainment & Media
38730,13,Art & Aesthetics
38731,12,Technology & Computing
38732,19,Sports & Competitions
38733,19,Sports & Competitions
38734,9,Elections & Politics
38735,3,International Affairs & Military
38736,19,Sports & Competitions
38737,19,Sports & Competitions
38738,4,Crime & Law Enforcement
38739,2,Environmental & Natural Disasters
38740,6,Health & Drugs Research
38741,15,Urban Life & Infrastructure
38742,1,Entertainment & Media
38743,14,Law & Legal Issues
38744,19,Sports & Competitions
38745,12,Technology & Computing
38746,11,Transportation & Aviation
38747,17,Social Movements & Protests
38748,14,Law & Legal Issues
38749,3,International Affairs & Military
38750,2,Environmental & Natural Disasters
38751,4,Crime & Law Enforcement
38752,4,Crime & Law Enforcement
38753,3,International Affairs & Military
38754,13,Art & Aesthetics
38755,16,Healthcare & Medicine
38756,1,Entertainment & Media
38757,11,Transportation & Aviation
38758,17,Social Movements & Protests
38759,5,Thoughts & Opinions
38760,6,Health & Drugs Research
38761,9,Elections & Politics
38762,5,Thoughts & Opinions
38763,0,Family & Relationships
38764,19,Sports & Competitions
38765,8,War & Terrorism
38766,5,Thoughts & Opinions
38767,8,War & Terrorism
38768,5,Thoughts & Opinions
38769,19,Sports & Competitions
38770,10,Economy & Business
38771,4,Crime & Law Enforcement
38772,1,Entertainment & Media
38773,9,Elections & Politics
38774,6,Health & Drugs Research
38775,6,Health & Drugs Research
38776,5,Thoughts & Opinions
38777,17,Social Movements & Protests
38778,5,Thoughts & Opinions
38779,4,Crime & Law Enforcement
38780,16,Healthcare & Medicine
38781,5,Thoughts & Opinions
38782,3,International Affairs & Military
38783,1,Entertainment & Media
38784,4,Crime & Law Enforcement
38785,17,Social Movements & Protests
38786,9,Elections & Politics
38787,10,Economy & Business
38788,2,Environmental & Natural Disasters
38789,13,Art & Aesthetics
38790,17,Social Movements & Protests
38791,10,Economy & Business
38792,1,Entertainment & Media
38793,3,International Affairs & Military
38794,8,War & Terrorism
38795,17,Social Movements & Protests
38796,4,Crime & Law Enforcement
38797,19,Sports & Competitions
38798,19,Sports & Competitions
38799,1,Entertainment & Media
38800,9,Elections & Politics
38801,6,Health & Drugs Research
38802,19,Sports & Competitions
38803,9,Elections & Politics
38804,17,Social Movements & Protests
38805,2,Environmental & Natural Disasters
38806,8,War & Terrorism
38807,9,Elections & Politics
38808,0,Family & Relationships
38809,12,Technology & Computing
38810,8,War & Terrorism
38811,8,War & Terrorism
38812,4,Crime & Law Enforcement
38813,17,Social Movements & Protests
38814,3,International Affairs & Military
38815,19,Sports & Competitions
38816,1,Entertainment & Media
38817,4,Crime & Law Enforcement
38818,4,Crime & Law Enforcement
38819,0,Family & Relationships
38820,5,Thoughts & Opinions
38821,17,Social Movements & Protests
38822,3,International Affairs & Military
38823,14,Law & Legal Issues
38824,5,Thoughts & Opinions
38825,6,Health & Drugs Research
38826,4,Crime & Law Enforcement
38827,1,Entertainment & Media
38828,16,Healthcare & Medicine
38829,17,Social Movements & Protests
38830,5,Thoughts & Opinions
38831,10,Economy & Business
38832,4,Crime & Law Enforcement
38833,9,Elections & Politics
38834,3,International Affairs & Military
38835,17,Social Movements & Protests
38836,2,Environmental & Natural Disasters
38837,1,Entertainment & Media
38838,1,Entertainment & Media
38839,1,Entertainment & Media
38840,19,Sports & Competitions
38841,13,Art & Aesthetics
38842,16,Healthcare & Medicine
38843,12,Technology & Computing
38844,19,Sports & Competitions
38845,2,Environmental & Natural Disasters
38846,11,Transportation & Aviation
38847,17,Social Movements & Protests
38848,14,Law & Legal Issues
38849,4,Crime & Law Enforcement
38850,1,Entertainment & Media
38851,16,Healthcare & Medicine
38852,8,War & Terrorism
38853,2,Environmental & Natural Disasters
38854,16,Healthcare & Medicine
38855,0,Family & Relationships
38856,3,International Affairs & Military
38857,13,Art & Aesthetics
38858,15,Urban Life & Infrastructure
38859,11,Transportation & Aviation
38860,10,Economy & Business
38861,17,Social Movements & Protests
38862,6,Health & Drugs Research
38863,6,Health & Drugs Research
38864,5,Thoughts & Opinions
38865,8,War & Terrorism
38866,4,Crime & Law Enforcement
38867,11,Transportation & Aviation
38868,5,Thoughts & Opinions
38869,17,Social Movements & Protests
38870,11,Transportation & Aviation
38871,11,Transportation & Aviation
38872,9,Elections & Politics
38873,4,Crime & Law Enforcement
38874,0,Family & Relationships
38875,2,Environmental & Natural Disasters
38876,4,Crime & Law Enforcement
38877,4,Crime & Law Enforcement
38878,2,Environmental & Natural Disasters
38879,10,Economy & Business
38880,1,Entertainment & Media
38881,3,International Affairs & Military
38882,12,Technology & Computing
38883,5,Thoughts & Opinions
38884,19,Sports & Competitions
38885,1,Entertainment & Media
38886,8,War & Terrorism
38887,4,Crime & Law Enforcement
38888,4,Crime & Law Enforcement
38889,14,Law & Legal Issues
38890,9,Elections & Politics
38891,0,Family & Relationships
38892,13,Art & Aesthetics
38893,4,Crime & Law Enforcement
38894,4,Crime & Law Enforcement
38895,10,Economy & Business
38896,5,Thoughts & Opinions
38897,6,Health & Drugs Research
38898,1,Entertainment & Media
38899,0,Family & Relationships
38900,4,Crime & Law Enforcement
38901,10,Economy & Business
38902,8,War & Terrorism
38903,9,Elections & Politics
38904,17,Social Movements & Protests
38905,0,Family & Relationships
38906,8,War & Terrorism
38907,13,Art & Aesthetics
38908,8,War & Terrorism
38909,8,War & Terrorism
38910,10,Economy & Business
38911,8,War & Terrorism
38912,4,Crime & Law Enforcement
38913,4,Crime & Law Enforcement
38914,10,Economy & Business
38915,2,Environmental & Natural Disasters
38916,16,Healthcare & Medicine
38917,1,Entertainment & Media
38918,6,Health & Drugs Research
38919,1,Entertainment & Media
38920,6,Health & Drugs Research
38921,18,Gender & Identity
38922,9,Elections & Politics
38923,6,Health & Drugs Research
38924,4,Crime & Law Enforcement
38925,8,War & Terrorism
38926,8,War & Terrorism
38927,19,Sports & Competitions
38928,3,International Affairs & Military
38929,4,Crime & Law Enforcement
38930,11,Transportation & Aviation
38931,4,Crime & Law Enforcement
38932,8,War & Terrorism
38933,1,Entertainment & Media
38934,0,Family & Relationships
38935,4,Crime & Law Enforcement
38936,5,Thoughts & Opinions
38937,5,Thoughts & Opinions
38938,8,War & Terrorism
38939,10,Economy & Business
38940,0,Family & Relationships
38941,11,Transportation & Aviation
38942,4,Crime & Law Enforcement
38943,7,Education & School Safety
38944,1,Entertainment & Media
38945,11,Transportation & Aviation
38946,4,Crime & Law Enforcement
38947,7,Education & School Safety
38948,11,Transportation & Aviation
38949,4,Crime & Law Enforcement
38950,4,Crime & Law Enforcement
38951,1,Entertainment & Media
38952,17,Social Movements & Protests
38953,19,Sports & Competitions
38954,18,Gender & Identity
38955,4,Crime & Law Enforcement
38956,17,Social Movements & Protests
38957,4,Crime & Law Enforcement
38958,10,Economy & Business
38959,1,Entertainment & Media
38960,6,Health & Drugs Research
38961,3,International Affairs & Military
38962,19,Sports & Competitions
38963,5,Thoughts & Opinions
38964,8,War & Terrorism
38965,0,Family & Relationships
38966,1,Entertainment & Media
38967,9,Elections & Politics
38968,8,War & Terrorism
38969,3,International Affairs & Military
38970,19,Sports & Competitions
38971,10,Economy & Business
38972,5,Thoughts & Opinions
38973,4,Crime & Law Enforcement
38974,13,Art & Aesthetics
38975,10,Economy & Business
38976,5,Thoughts & Opinions
38977,10,Economy & Business
38978,3,International Affairs & Military
38979,5,Thoughts & Opinions
38980,19,Sports & Competitions
38981,2,Environmental & Natural Disasters
38982,2,Environmental & Natural Disasters
38983,12,Technology & Computing
38984,10,Economy & Business
38985,19,Sports & Competitions
38986,19,Sports & Competitions
38987,17,Social Movements & Protests
38988,1,Entertainment & Media
38989,5,Thoughts & Opinions
38990,3,International Affairs & Military
38991,8,War & Terrorism
38992,5,Thoughts & Opinions
38993,6,Health & Drugs Research
38994,4,Crime & Law Enforcement
38995,8,War & Terrorism
38996,1,Entertainment & Media
38997,19,Sports & Competitions
38998,10,Economy & Business
38999,1,Entertainment & Media
39000,9,Elections & Politics
39001,8,War & Terrorism
39002,13,Art & Aesthetics
39003,17,Social Movements & Protests
39004,13,Art & Aesthetics
39005,19,Sports & Competitions
39006,10,Economy & Business
39007,11,Transportation & Aviation
39008,3,International Affairs & Military
39009,3,International Affairs & Military
39010,9,Elections & Politics
39011,8,War & Terrorism
39012,19,Sports & Competitions
39013,17,Social Movements & Protests
39014,11,Transportation & Aviation
39015,8,War & Terrorism
39016,4,Crime & Law Enforcement
39017,14,Law & Legal Issues
39018,9,Elections & Politics
39019,19,Sports & Competitions
39020,9,Elections & Politics
39021,2,Environmental & Natural Disasters
39022,4,Crime & Law Enforcement
39023,12,Technology & Computing
39024,19,Sports & Competitions
39025,5,Thoughts & Opinions
39026,5,Thoughts & Opinions
39027,13,Art & Aesthetics
39028,11,Transportation & Aviation
39029,4,Crime & Law Enforcement
39030,17,Social Movements & Protests
39031,5,Thoughts & Opinions
39032,4,Crime & Law Enforcement
39033,13,Art & Aesthetics
39034,8,War & Terrorism
39035,0,Family & Relationships
39036,19,Sports & Competitions
39037,4,Crime & Law Enforcement
39038,19,Sports & Competitions
39039,9,Elections & Politics
39040,16,Healthcare & Medicine
39041,19,Sports & Competitions
39042,4,Crime & Law Enforcement
39043,5,Thoughts & Opinions
39044,19,Sports & Competitions
39045,15,Urban Life & Infrastructure
39046,17,Social Movements & Protests
39047,7,Education & School Safety
39048,3,International Affairs & Military
39049,19,Sports & Competitions
39050,1,Entertainment & Media
39051,19,Sports & Competitions
39052,15,Urban Life & Infrastructure
39053,10,Economy & Business
39054,17,Social Movements & Protests
39055,2,Environmental & Natural Disasters
39056,0,Family & Relationships
39057,19,Sports & Competitions
39058,11,Transportation & Aviation
39059,19,Sports & Competitions
39060,8,War & Terrorism
39061,8,War & Terrorism
39062,4,Crime & Law Enforcement
39063,5,Thoughts & Opinions
39064,5,Thoughts & Opinions
39065,4,Crime & Law Enforcement
39066,3,International Affairs & Military
39067,19,Sports & Competitions
39068,15,Urban Life & Infrastructure
39069,1,Entertainment & Media
39070,9,Elections & Politics
39071,8,War & Terrorism
39072,2,Environmental & Natural Disasters
39073,8,War & Terrorism
39074,5,Thoughts & Opinions
39075,6,Health & Drugs Research
39076,11,Transportation & Aviation
39077,0,Family & Relationships
39078,1,Entertainment & Media
39079,6,Health & Drugs Research
39080,4,Crime & Law Enforcement
39081,2,Environmental & Natural Disasters
39082,10,Economy & Business
39083,12,Technology & Computing
39084,12,Technology & Computing
39085,14,Law & Legal Issues
39086,2,Environmental & Natural Disasters
39087,5,Thoughts & Opinions
39088,14,Law & Legal Issues
39089,9,Elections & Politics
39090,3,International Affairs & Military
39091,18,Gender & Identity
39092,4,Crime & Law Enforcement
39093,9,Elections & Politics
39094,9,Elections & Politics
39095,1,Entertainment & Media
39096,10,Economy & Business
39097,19,Sports & Competitions
39098,17,Social Movements & Protests
39099,10,Economy & Business
39100,11,Transportation & Aviation
39101,14,Law & Legal Issues
39102,1,Entertainment & Media
39103,17,Social Movements & Protests
39104,4,Crime & Law Enforcement
39105,0,Family & Relationships
39106,11,Transportation & Aviation
39107,10,Economy & Business
39108,9,Elections & Politics
39109,15,Urban Life & Infrastructure
39110,8,War & Terrorism
39111,4,Crime & Law Enforcement
39112,5,Thoughts & Opinions
39113,13,Art & Aesthetics
39114,9,Elections & Politics
39115,15,Urban Life & Infrastructure
39116,8,War & Terrorism
39117,5,Thoughts & Opinions
39118,19,Sports & Competitions
39119,11,Transportation & Aviation
39120,8,War & Terrorism
39121,4,Crime & Law Enforcement
39122,19,Sports & Competitions
39123,17,Social Movements & Protests
39124,7,Education & School Safety
39125,1,Entertainment & Media
39126,4,Crime & Law Enforcement
39127,19,Sports & Competitions
39128,19,Sports & Competitions
39129,2,Environmental & Natural Disasters
39130,13,Art & Aesthetics
39131,9,Elections & Politics
39132,4,Crime & Law Enforcement
39133,5,Thoughts & Opinions
39134,4,Crime & Law Enforcement
39135,10,Economy & Business
39136,17,Social Movements & Protests
39137,19,Sports & Competitions
39138,13,Art & Aesthetics
39139,5,Thoughts & Opinions
39140,12,Technology & Computing
39141,19,Sports & Competitions
39142,11,Transportation & Aviation
39143,15,Urban Life & Infrastructure
39144,13,Art & Aesthetics
39145,8,War & Terrorism
39146,18,Gender & Identity
39147,8,War & Terrorism
39148,15,Urban Life & Infrastructure
39149,10,Economy & Business
39150,12,Technology & Computing
39151,8,War & Terrorism
39152,13,Art & Aesthetics
39153,4,Crime & Law Enforcement
39154,11,Transportation & Aviation
39155,1,Entertainment & Media
39156,10,Economy & Business
39157,1,Entertainment & Media
39158,10,Economy & Business
39159,9,Elections & Politics
39160,17,Social Movements & Protests
39161,5,Thoughts & Opinions
39162,5,Thoughts & Opinions
39163,13,Art & Aesthetics
39164,5,Thoughts & Opinions
39165,19,Sports & Competitions
39166,10,Economy & Business
39167,3,International Affairs & Military
39168,3,International Affairs & Military
39169,17,Social Movements & Protests
39170,19,Sports & Competitions
39171,19,Sports & Competitions
39172,9,Elections & Politics
39173,2,Environmental & Natural Disasters
39174,5,Thoughts & Opinions
39175,19,Sports & Competitions
39176,5,Thoughts & Opinions
39177,5,Thoughts & Opinions
39178,17,Social Movements & Protests
39179,13,Art & Aesthetics
39180,5,Thoughts & Opinions
39181,8,War & Terrorism
39182,3,International Affairs & Military
39183,1,Entertainment & Media
39184,15,Urban Life & Infrastructure
39185,2,Environmental & Natural Disasters
39186,15,Urban Life & Infrastructure
39187,8,War & Terrorism
39188,10,Economy & Business
39189,8,War & Terrorism
39190,9,Elections & Politics
39191,19,Sports & Competitions
39192,5,Thoughts & Opinions
39193,1,Entertainment & Media
39194,3,International Affairs & Military
39195,2,Environmental & Natural Disasters
39196,11,Transportation & Aviation
39197,4,Crime & Law Enforcement
39198,9,Elections & Politics
39199,5,Thoughts & Opinions
39200,10,Economy & Business
39201,11,Transportation & Aviation
39202,12,Technology & Computing
39203,19,Sports & Competitions
39204,8,War & Terrorism
39205,17,Social Movements & Protests
39206,4,Crime & Law Enforcement
39207,14,Law & Legal Issues
39208,17,Social Movements & Protests
39209,14,Law & Legal Issues
39210,0,Family & Relationships
39211,12,Technology & Computing
39212,4,Crime & Law Enforcement
39213,2,Environmental & Natural Disasters
39214,8,War & Terrorism
39215,3,International Affairs & Military
39216,10,Economy & Business
39217,8,War & Terrorism
39218,4,Crime & Law Enforcement
39219,10,Economy & Business
39220,4,Crime & Law Enforcement
39221,17,Social Movements & Protests
39222,10,Economy & Business
39223,10,Economy & Business
39224,4,Crime & Law Enforcement
39225,5,Thoughts & Opinions
39226,4,Crime & Law Enforcement
39227,10,Economy & Business
39228,4,Crime & Law Enforcement
39229,10,Economy & Business
39230,19,Sports & Competitions
39231,4,Crime & Law Enforcement
39232,0,Family & Relationships
39233,0,Family & Relationships
39234,1,Entertainment & Media
39235,1,Entertainment & Media
39236,0,Family & Relationships
39237,11,Transportation & Aviation
39238,16,Healthcare & Medicine
39239,8,War & Terrorism
39240,15,Urban Life & Infrastructure
39241,17,Social Movements & Protests
39242,13,Art & Aesthetics
39243,13,Art & Aesthetics
39244,13,Art & Aesthetics
39245,11,Transportation & Aviation
39246,5,Thoughts & Opinions
39247,9,Elections & Politics
39248,10,Economy & Business
39249,17,Social Movements & Protests
39250,10,Economy & Business
39251,6,Health & Drugs Research
39252,17,Social Movements & Protests
39253,8,War & Terrorism
39254,13,Art & Aesthetics
39255,5,Thoughts & Opinions
39256,19,Sports & Competitions
39257,6,Health & Drugs Research
39258,19,Sports & Competitions
39259,4,Crime & Law Enforcement
39260,13,Art & Aesthetics
39261,19,Sports & Competitions
39262,19,Sports & Competitions
39263,17,Social Movements & Protests
39264,4,Crime & Law Enforcement
39265,1,Entertainment & Media
39266,0,Family & Relationships
39267,10,Economy & Business
39268,12,Technology & Computing
39269,8,War & Terrorism
39270,11,Transportation & Aviation
39271,2,Environmental & Natural Disasters
39272,0,Family & Relationships
39273,2,Environmental & Natural Disasters
39274,8,War & Terrorism
39275,12,Technology & Computing
39276,10,Economy & Business
39277,16,Healthcare & Medicine
39278,15,Urban Life & Infrastructure
39279,16,Healthcare & Medicine
39280,1,Entertainment & Media
39281,12,Technology & Computing
39282,8,War & Terrorism
39283,8,War & Terrorism
39284,17,Social Movements & Protests
39285,8,War & Terrorism
39286,4,Crime & Law Enforcement
39287,13,Art & Aesthetics
39288,8,War & Terrorism
39289,13,Art & Aesthetics
39290,10,Economy & Business
39291,12,Technology & Computing
39292,2,Environmental & Natural Disasters
39293,5,Thoughts & Opinions
39294,13,Art & Aesthetics
39295,10,Economy & Business
39296,8,War & Terrorism
39297,2,Environmental & Natural Disasters
39298,0,Family & Relationships
39299,12,Technology & Computing
39300,13,Art & Aesthetics
39301,16,Healthcare & Medicine
39302,19,Sports & Competitions
39303,19,Sports & Competitions
39304,11,Transportation & Aviation
39305,16,Healthcare & Medicine
39306,17,Social Movements & Protests
39307,0,Family & Relationships
39308,0,Family & Relationships
39309,4,Crime & Law Enforcement
39310,11,Transportation & Aviation
39311,5,Thoughts & Opinions
39312,3,International Affairs & Military
39313,4,Crime & Law Enforcement
39314,12,Technology & Computing
39315,12,Technology & Computing
39316,0,Family & Relationships
39317,10,Economy & Business
39318,5,Thoughts & Opinions
39319,12,Technology & Computing
39320,4,Crime & Law Enforcement
39321,13,Art & Aesthetics
39322,10,Economy & Business
39323,11,Transportation & Aviation
39324,2,Environmental & Natural Disasters
39325,4,Crime & Law Enforcement
39326,3,International Affairs & Military
39327,0,Family & Relationships
39328,9,Elections & Politics
39329,2,Environmental & Natural Disasters
39330,15,Urban Life & Infrastructure
39331,1,Entertainment & Media
39332,5,Thoughts & Opinions
39333,13,Art & Aesthetics
39334,5,Thoughts & Opinions
39335,4,Crime & Law Enforcement
39336,17,Social Movements & Protests
39337,3,International Affairs & Military
39338,9,Elections & Politics
39339,4,Crime & Law Enforcement
39340,14,Law & Legal Issues
39341,0,Family & Relationships
39342,8,War & Terrorism
39343,10,Economy & Business
39344,6,Health & Drugs Research
39345,13,Art & Aesthetics
39346,0,Family & Relationships
39347,11,Transportation & Aviation
39348,1,Entertainment & Media
39349,19,Sports & Competitions
39350,2,Environmental & Natural Disasters
39351,5,Thoughts & Opinions
39352,4,Crime & Law Enforcement
39353,5,Thoughts & Opinions
39354,19,Sports & Competitions
39355,7,Education & School Safety
39356,3,International Affairs & Military
39357,5,Thoughts & Opinions
39358,10,Economy & Business
39359,9,Elections & Politics
39360,4,Crime & Law Enforcement
39361,3,International Affairs & Military
39362,8,War & Terrorism
39363,12,Technology & Computing
39364,3,International Affairs & Military
39365,19,Sports & Competitions
39366,1,Entertainment & Media
39367,19,Sports & Competitions
39368,9,Elections & Politics
39369,11,Transportation & Aviation
39370,0,Family & Relationships
39371,9,Elections & Politics
39372,19,Sports & Competitions
39373,8,War & Terrorism
39374,4,Crime & Law Enforcement
39375,4,Crime & Law Enforcement
39376,3,International Affairs & Military
39377,2,Environmental & Natural Disasters
39378,17,Social Movements & Protests
39379,17,Social Movements & Protests
39380,0,Family & Relationships
39381,4,Crime & Law Enforcement
39382,14,Law & Legal Issues
39383,9,Elections & Politics
39384,11,Transportation & Aviation
39385,8,War & Terrorism
39386,13,Art & Aesthetics
39387,5,Thoughts & Opinions
39388,9,Elections & Politics
39389,16,Healthcare & Medicine
39390,17,Social Movements & Protests
39391,17,Social Movements & Protests
39392,5,Thoughts & Opinions
39393,11,Transportation & Aviation
39394,0,Family & Relationships
39395,10,Economy & Business
39396,17,Social Movements & Protests
39397,0,Family & Relationships
39398,9,Elections & Politics
39399,2,Environmental & Natural Disasters
39400,9,Elections & Politics
39401,19,Sports & Competitions
39402,4,Crime & Law Enforcement
39403,9,Elections & Politics
39404,2,Environmental & Natural Disasters
39405,12,Technology & Computing
39406,13,Art & Aesthetics
39407,6,Health & Drugs Research
39408,2,Environmental & Natural Disasters
39409,17,Social Movements & Protests
39410,19,Sports & Competitions
39411,3,International Affairs & Military
39412,1,Entertainment & Media
39413,4,Crime & Law Enforcement
39414,9,Elections & Politics
39415,5,Thoughts & Opinions
39416,11,Transportation & Aviation
39417,4,Crime & Law Enforcement
39418,15,Urban Life & Infrastructure
39419,5,Thoughts & Opinions
39420,19,Sports & Competitions
39421,13,Art & Aesthetics
39422,12,Technology & Computing
39423,12,Technology & Computing
39424,0,Family & Relationships
39425,9,Elections & Politics
39426,17,Social Movements & Protests
39427,2,Environmental & Natural Disasters
39428,1,Entertainment & Media
39429,9,Elections & Politics
39430,19,Sports & Competitions
39431,17,Social Movements & Protests
39432,15,Urban Life & Infrastructure
39433,5,Thoughts & Opinions
39434,5,Thoughts & Opinions
39435,11,Transportation & Aviation
39436,2,Environmental & Natural Disasters
39437,2,Environmental & Natural Disasters
39438,9,Elections & Politics
39439,10,Economy & Business
39440,12,Technology & Computing
39441,19,Sports & Competitions
39442,4,Crime & Law Enforcement
39443,1,Entertainment & Media
39444,19,Sports & Competitions
39445,5,Thoughts & Opinions
39446,11,Transportation & Aviation
39447,10,Economy & Business
39448,19,Sports & Competitions
39449,5,Thoughts & Opinions
39450,19,Sports & Competitions
39451,11,Transportation & Aviation
39452,13,Art & Aesthetics
39453,3,International Affairs & Military
39454,4,Crime & Law Enforcement
39455,9,Elections & Politics
39456,10,Economy & Business
39457,4,Crime & Law Enforcement
39458,9,Elections & Politics
39459,13,Art & Aesthetics
39460,6,Health & Drugs Research
39461,0,Family & Relationships
39462,4,Crime & Law Enforcement
39463,4,Crime & Law Enforcement
39464,11,Transportation & Aviation
39465,19,Sports & Competitions
39466,19,Sports & Competitions
39467,9,Elections & Politics
39468,2,Environmental & Natural Disasters
39469,4,Crime & Law Enforcement
39470,4,Crime & Law Enforcement
39471,12,Technology & Computing
39472,4,Crime & Law Enforcement
39473,4,Crime & Law Enforcement
39474,0,Family & Relationships
39475,10,Economy & Business
39476,15,Urban Life & Infrastructure
39477,17,Social Movements & Protests
39478,4,Crime & Law Enforcement
39479,3,International Affairs & Military
39480,3,International Affairs & Military
39481,2,Environmental & Natural Disasters
39482,17,Social Movements & Protests
39483,17,Social Movements & Protests
39484,3,International Affairs & Military
39485,11,Transportation & Aviation
39486,19,Sports & Competitions
39487,3,International Affairs & Military
39488,4,Crime & Law Enforcement
39489,9,Elections & Politics
39490,17,Social Movements & Protests
39491,15,Urban Life & Infrastructure
39492,5,Thoughts & Opinions
39493,11,Transportation & Aviation
39494,4,Crime & Law Enforcement
39495,4,Crime & Law Enforcement
39496,10,Economy & Business
39497,8,War & Terrorism
39498,3,International Affairs & Military
39499,5,Thoughts & Opinions
39500,8,War & Terrorism
39501,17,Social Movements & Protests
39502,3,International Affairs & Military
39503,4,Crime & Law Enforcement
39504,6,Health & Drugs Research
39505,4,Crime & Law Enforcement
39506,10,Economy & Business
39507,0,Family & Relationships
39508,10,Economy & Business
39509,3,International Affairs & Military
39510,1,Entertainment & Media
39511,17,Social Movements & Protests
39512,19,Sports & Competitions
39513,3,International Affairs & Military
39514,3,International Affairs & Military
39515,17,Social Movements & Protests
39516,3,International Affairs & Military
39517,19,Sports & Competitions
39518,0,Family & Relationships
39519,3,International Affairs & Military
39520,4,Crime & Law Enforcement
39521,13,Art & Aesthetics
39522,10,Economy & Business
39523,3,International Affairs & Military
39524,2,Environmental & Natural Disasters
39525,2,Environmental & Natural Disasters
39526,4,Crime & Law Enforcement
39527,2,Environmental & Natural Disasters
39528,13,Art & Aesthetics
39529,1,Entertainment & Media
39530,1,Entertainment & Media
39531,2,Environmental & Natural Disasters
39532,5,Thoughts & Opinions
39533,5,Thoughts & Opinions
39534,0,Family & Relationships
39535,2,Environmental & Natural Disasters
39536,3,International Affairs & Military
39537,19,Sports & Competitions
39538,13,Art & Aesthetics
39539,0,Family & Relationships
39540,10,Economy & Business
39541,0,Family & Relationships
39542,19,Sports & Competitions
39543,12,Technology & Computing
39544,0,Family & Relationships
39545,4,Crime & Law Enforcement
39546,3,International Affairs & Military
39547,9,Elections & Politics
39548,9,Elections & Politics
39549,11,Transportation & Aviation
39550,19,Sports & Competitions
39551,16,Healthcare & Medicine
39552,10,Economy & Business
39553,0,Family & Relationships
39554,5,Thoughts & Opinions
39555,12,Technology & Computing
39556,17,Social Movements & Protests
39557,5,Thoughts & Opinions
39558,12,Technology & Computing
39559,19,Sports & Competitions
39560,3,International Affairs & Military
39561,1,Entertainment & Media
39562,10,Economy & Business
